index,year,energia_Gg_CO2e_GWP_SAR,residuo_Gg_CO2e_GWP_SAR,agropecuaria_Gg_CO2e_GWP_SAR,ippu_Gg_CO2e_GWP_SAR,lulucf_Gg_CO2e_GWP_SAR
"8692
Saúde privada",2001,145.08496292286443,36.0296864167908,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2001,75.34650209884829,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2001,232.92842677482773,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2001,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2001,23877.552780891237,42984.02568757425,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2002,9622.480360026011,0.0,0.0,0.0,140599.2678462509
"0192
Pecuária, inclusive o apoio à pecuária",2002,4185.265748216871,1017.576,0.0,0.0,1223308.980355184
"0280
Produção florestal; pesca e aquicultura",2002,2031.5843463884155,0.0,0.0,0.0,-35465.72988998624
"0580
Extração de carvão mineral e de minerais não-metálicos",2002,1136.0598064628903,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2002,1489.0367295972453,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2002,2088.3497880223176,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2002,3535.3893009052817,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2002,2638.0592874400804,627.4695,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2002,782.518661216398,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2002,1479.8605494669987,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2002,623.8440376645884,109.0992,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2002,24.150195077998,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2002,1297.038920075056,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2002,74.83211831104677,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2002,86.18403123820441,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2002,1104.972837216953,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2002,5023.330397786022,285.2892,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2002,36.29857333752605,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2002,43241.183421111404,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2002,549.4607480133293,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2002,12023.743153760637,0.0,0.0,12385.684475565085,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2002,2545.31057729854,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2002,838.1025906966097,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2002,205.80531293055012,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2002,1323.2572983040113,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2002,13916.820645394799,0.0,0.0,19904.895184384237,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2002,6103.510477917968,0.0,0.0,42176.178914469056,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2002,3121.281267673587,0.0,0.0,3506.187719531755,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2002,1068.5986904520921,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2002,62.90919902521265,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2002,341.10492578660387,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2002,367.7045392562255,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2002,301.0415608135608,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2002,790.6004765488467,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2002,70.99236009025867,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2002,162.544787368369,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2002,119.73460155113831,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2002,5675.98807047648,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2002,1853.1262017665108,0.0,0.0,0.0,0.0
"4180
Construção",2002,1450.8621911612017,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2002,118.36576635961288,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2002,2210.393713300532,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2002,121590.27233580573,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2002,3348.5390390748244,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2002,8270.839080490026,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2002,253.3953685527725,0.0,0.0,0.0,0.0
"5500
Alojamento",2002,101.73451611956116,0.0,0.0,0.0,0.0
"5600
Alimentação",2002,193.89870739730455,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2002,8.383436359005756,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2002,28.443901844113853,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2002,143.81020849358282,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2002,63.43611701855411,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2002,171.6329509837233,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2002,65.16338590864936,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2002,97.11208037408285,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2002,177.04702825479382,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2002,21.73694019133038,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2002,24.434264748050545,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2002,613.982580904242,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2002,10.448629414458026,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2002,2075.0462941693945,0.0,0.0,0.0,0.0
"8591
Educação pública",2002,582.5895569205646,0.0,0.0,0.0,0.0
"8592
Educação privada",2002,200.52494360097188,0.0,0.0,0.0,0.0
"8691
Saúde pública",2002,468.48508128909526,23.730094523187574,0.0,0.0,0.0
"8692
Saúde privada",2002,151.12629740760838,38.91566392202128,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2002,79.4070582781507,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2002,244.7692386344645,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2002,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2002,24091.642002787285,44628.611617319,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2003,9576.26565178403,0.0,0.0,0.0,288089.6088047095
"0192
Pecuária, inclusive o apoio à pecuária",2003,4252.716730010663,1059.5823,0.0,0.0,2156997.0239641466
"0280
Produção florestal; pesca e aquicultura",2003,2129.1794320332197,0.0,0.0,0.0,-34248.64189438887
"0580
Extração de carvão mineral e de minerais não-metálicos",2003,1190.234777396061,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2003,1511.9774451855742,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2003,2268.8365463552586,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2003,3338.8735861489868,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2003,2605.7625048775008,728.1267,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2003,795.6576471691611,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2003,1468.5859838918757,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2003,627.6496236874596,136.4811,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2003,22.959134055318543,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2003,1100.5433580087376,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2003,70.22094689254686,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2003,83.99554368881469,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2003,1120.8431665804135,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2003,4741.467310428902,316.8879,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2003,33.92479129854505,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2003,43129.02976595858,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2003,596.793275125169,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2003,11436.763258762163,0.0,0.0,12244.902472785227,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2003,2423.6955830633715,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2003,812.7161500425439,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2003,187.27764334600388,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2003,1296.3219373525087,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2003,12505.861834958927,0.0,0.0,18771.29202315765,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2003,6254.4508493448475,0.0,0.0,43701.166365646175,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2003,3764.724651905219,0.0,0.0,3942.6190064479038,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2003,1244.867062909129,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2003,58.42268400622037,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2003,343.78684502931253,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2003,299.0074725391957,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2003,283.28032516120084,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2003,753.3405850567308,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2003,63.82326873282065,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2003,153.10610507852758,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2003,115.44158359667897,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2003,5416.0021780899015,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2003,1415.5805797047046,0.0,0.0,0.0,0.0
"4180
Construção",2003,1012.8661213887852,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2003,97.60846518057502,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2003,1710.8019099118162,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2003,121712.82000640182,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2003,3085.0830337655166,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2003,5918.167754386975,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2003,128.33007138469625,0.0,0.0,0.0,0.0
"5500
Alojamento",2003,84.74300321251282,0.0,0.0,0.0,0.0
"5600
Alimentação",2003,159.60554846466607,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2003,6.984071690623951,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2003,23.693306926516446,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2003,119.8041510984254,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2003,52.84677207135895,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2003,142.9823871142466,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2003,54.283005356340354,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2003,80.90123131911741,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2003,154.68072012800693,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2003,18.081340335838235,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2003,18.858897280045106,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2003,509.9156587545751,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2003,8.720884568205113,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2003,1667.279956718806,0.0,0.0,0.0,0.0
"8591
Educação pública",2003,469.9095368701648,0.0,0.0,0.0,0.0
"8592
Educação privada",2003,167.0560368882506,0.0,0.0,0.0,0.0
"8691
Saúde pública",2003,383.26289088317037,27.23039684332165,0.0,0.0,0.0
"8692
Saúde privada",2003,126.31093555106368,42.22315276629145,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2003,66.1506317544898,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2003,203.673935185476,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2003,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2003,23226.39000223999,46271.25086414184,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2004,9361.371379261964,0.0,0.0,0.0,362721.349869202
"0192
Pecuária, inclusive o apoio à pecuária",2004,4233.023554171865,1134.651,0.0,0.0,2268110.7698441055
"0280
Produção florestal; pesca e aquicultura",2004,2179.177802291348,0.0,0.0,0.0,-26481.782437146
"0580
Extração de carvão mineral e de minerais não-metálicos",2004,1193.8780542628324,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2004,1666.1908865956634,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2004,2676.140125862339,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2004,3350.03347124417,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2004,2531.0349968609844,966.5733,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2004,785.4418030079626,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2004,1432.9043767397077,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2004,615.7048087169128,184.8315,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2004,23.872594355876366,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2004,1201.812646962355,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2004,73.20848253441353,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2004,86.51471581700707,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2004,1163.5304134572839,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2004,4503.717824171405,331.9659,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2004,35.417073718465204,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2004,48108.427916668785,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2004,647.5266970320621,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2004,12161.24826448385,0.0,0.0,14836.891341885343,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2004,2494.850950624797,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2004,844.0234994503575,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2004,196.4030241328432,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2004,1334.335745005367,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2004,11898.415960132525,0.0,0.0,19400.76541961005,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2004,6577.986390144735,0.0,0.0,44230.63789014068,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2004,3941.019345312622,0.0,0.0,4007.042371376316,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2004,1335.0967882264042,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2004,60.742748668233624,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2004,350.0212340359129,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2004,305.81257694533826,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2004,295.6887823098226,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2004,799.6260603856905,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2004,66.15792206062495,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2004,158.4916693037783,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2004,117.19980872152469,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2004,6131.286837117902,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2004,1409.937366079315,0.0,0.0,0.0,0.0
"4180
Construção",2004,992.2696332736455,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2004,101.67682993148256,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2004,1786.152195959228,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2004,129261.85650129347,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2004,3543.643612307988,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2004,6314.263959515845,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2004,137.02336643301607,0.0,0.0,0.0,0.0
"5500
Alojamento",2004,88.15902588328292,0.0,0.0,0.0,0.0
"5600
Alimentação",2004,166.39287676722103,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2004,7.265787224307033,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2004,24.650368964467884,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2004,124.61528937512358,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2004,54.9684278313211,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2004,148.72274538597702,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2004,56.464189991230334,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2004,84.1491981615286,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2004,162.31721102014336,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2004,18.813224720659512,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2004,19.783981732047078,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2004,530.4340213461094,0.0,0.0,0.0,0.0
"8000
Atividades de vigilância, segurança e investigação",2004,9.356292132795476,0.0,0.0,0.0,0.0
"8400
Administração pública, defesa e seguridade social",2004,1790.5632676293947,0.0,0.0,0.0,0.0
"8591
Educação pública",2004,502.4445557761683,0.0,0.0,0.0,0.0
"8592
Educação privada",2004,173.8423178448765,0.0,0.0,0.0,0.0
"8691
Saúde pública",2004,404.3191108616465,31.631547289336385,0.0,0.0,0.0
"8692
Saúde privada",2004,131.5329149293022,45.99753199710165,0.0,0.0,0.0
"9080
Atividades artísticas, criativas e de espetáculos",2004,68.83673222816645,0.0,0.0,0.0,0.0
"9480
Organizações associativas e outros serviços pessoais",2004,212.10730248423832,0.0,0.0,0.0,0.0
"9700
Serviços domésticos",2004,0.0,0.0,0.0,0.0,0.0
RESIDENCIAL,2004,23667.055094537693,46827.66738520109,0.0,0.0,0.0
"0191
Agricultura, inclusive o apoio à agricultura e a pós-colheita",2005,9282.473259486218,0.0,0.0,0.0,185675.84197795202
"0192
Pecuária, inclusive o apoio à pecuária",2005,4233.4583558699305,1205.6835,0.0,0.0,1407204.7666142369
"0280
Produção florestal; pesca e aquicultura",2005,2186.99726256798,0.0,0.0,0.0,-29618.32429673033
"0580
Extração de carvão mineral e de minerais não-metálicos",2005,1336.674267766053,0.0,0.0,0.0,0.0
"0680
Extração de petróleo e gás, inclusive as atividades de apoio",2005,1871.2918084039115,0.0,0.0,0.0,0.0
"0791
Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",2005,3018.4697418207115,0.0,0.0,0.0,0.0
"0792
Extração de minerais metálicos não-ferrosos, inclusive beneficiamentos",2005,3898.767474419011,0.0,0.0,0.0,0.0
"1091
Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",2005,2532.944139479895,1038.009,0.0,0.0,0.0
"1092
Fabricação e refino de açúcar",2005,788.2056512639837,0.0,0.0,0.0,0.0
"1093
Outros produtos alimentares",2005,1440.0337506471915,0.0,0.0,0.0,0.0
"1100
Fabricação de bebidas",2005,616.9933513277671,235.2546,0.0,0.0,0.0
"1200
Fabricação de produtos do fumo",2005,24.854795467826015,0.0,0.0,0.0,0.0
"1300
Fabricação de produtos têxteis",2005,1195.2796170658746,0.0,0.0,0.0,0.0
"1400
Confecção de artefatos do vestuário e acessórios",2005,76.19500676796503,0.0,0.0,0.0,0.0
"1500
Fabricação de calçados e de artefatos de couro",2005,90.18056182166734,0.0,0.0,0.0,0.0
"1600
Fabricação de produtos da madeira",2005,1175.368252298245,0.0,0.0,0.0,0.0
"1700
Fabricação de celulose, papel e produtos de papel",2005,4875.864862186686,348.642,0.0,0.0,0.0
"1800
Impressão e reprodução de gravações",2005,36.99747172200347,0.0,0.0,0.0,0.0
"1991
Refino de petróleo e coquerias",2005,53688.12830228168,0.0,0.0,0.0,0.0
"1992
Fabricação de biocombustíveis",2005,723.2731993117956,0.0,0.0,0.0,0.0
"2091
Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",2005,12035.605836567205,0.0,0.0,14163.618499916727,0.0
"2092
Fabricação de defensivos, desinfestantes, tintas e químicos diversos",2005,2441.5430845536266,0.0,0.0,0.0,0.0
"2093
Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",2005,823.8382247366196,0.0,0.0,0.0,0.0
"2100
Fabricação de produtos farmoquímicos e farmacêuticos",2005,205.3681132778864,0.0,0.0,0.0,0.0
"2200
Fabricação de produtos de borracha e de material plástico",2005,1383.5718897911013,0.0,0.0,0.0,0.0
"2300
Fabricação de produtos de minerais não-metálicos",2005,13166.201989771687,0.0,0.0,20444.140376686704,0.0
"2491
Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",2005,6896.880614548275,0.0,0.0,43186.1064854369,0.0
"2492
Metalurgia de metais não-ferrosos e a fundição de metais",2005,4035.3274324854337,0.0,0.0,4144.293202546058,0.0
"2500
Fabricação de produtos de metal, exceto máquinas e equipamentos",2005,1378.8250041122933,0.0,0.0,0.0,0.0
"2600
Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2005,62.9798163927992,0.0,0.0,0.0,0.0
"2700
Fabricação de máquinas e equipamentos elétricos",2005,366.125449865115,0.0,0.0,0.0,0.0
"2800
Fabricação de máquinas e equipamentos mecânicos",2005,321.69241171777406,0.0,0.0,0.0,0.0
"2991
Fabricação de automóveis, caminhões e ônibus, exceto peças",2005,307.81663517646655,0.0,0.0,0.0,0.0
"2992
Fabricação de peças e acessórios para veículos automotores",2005,816.3453034808657,0.0,0.0,0.0,0.0
"3000
Fabricação de outros equipamentos de transporte, exceto veículos automotores",2005,69.17523903604616,0.0,0.0,0.0,0.0
"3180
Fabricação de móveis e de produtos de indústrias diversas",2005,165.20546254709672,0.0,0.0,0.0,0.0
"3300
Manutenção, reparação e instalação de máquinas e equipamentos",2005,122.34095013231968,0.0,0.0,0.0,0.0
"3500
Energia elétrica, gás natural e outras utilidades",2005,6632.975482627809,0.0,0.0,0.0,0.0
"3680
Água, esgoto e gestão de resíduos",2005,1328.5267087767368,0.0,0.0,0.0,0.0
"4180
Construção",2005,1029.0806239469612,0.0,0.0,0.0,0.0
"4500
Comércio e reparação de veículos automotores e motocicletas",2005,96.89800661458118,0.0,0.0,0.0,0.0
"4680
Comércio por atacado e a varejo, exceto veículos automotores",2005,1662.1842871304723,0.0,0.0,0.0,0.0
"4900
Transporte terrestre",2005,129898.19174657622,0.0,0.0,0.0,0.0
"5000
Transporte aquaviário",2005,3634.1967362632076,0.0,0.0,0.0,0.0
"5100
Transporte aéreo",2005,5937.945120636402,0.0,0.0,0.0,0.0
"5280
Armazenamento, atividades auxiliares dos transportes e correio",2005,117.40187591397108,0.0,0.0,0.0,0.0
"5500
Alojamento",2005,84.45727186596454,0.0,0.0,0.0,0.0
"5600
Alimentação",2005,160.52370252026185,0.0,0.0,0.0,0.0
"5800
Edição e edição integrada à impressão",2005,6.959019994065594,0.0,0.0,0.0,0.0
"5980
Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",2005,23.608216748893778,0.0,0.0,0.0,0.0
"6100
Telecomunicações",2005,119.43153708107282,0.0,0.0,0.0,0.0
"6280
Desenvolvimento de sistemas e outros serviços de informação",2005,52.68396819066664,0.0,0.0,0.0,0.0
"6480
Intermediação financeira, seguros e previdência complementar",2005,142.5419044398948,0.0,0.0,0.0,0.0
"6800
Atividades imobiliárias",2005,54.114286236606425,0.0,0.0,0.0,0.0
"6980
Atividades jurídicas, contábeis, consultoria e sedes de empresas ",2005,80.65200068694648,0.0,0.0,0.0,0.0
"7180
Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",2005,156.88034623336065,0.0,0.0,0.0,0.0
"7380
Outras atividades profissionais, científicas e técnicas",2005,18.043811747276692,0.0,0.0,0.0,0.0
"7700
Aluguéis não-imobiliários e gestão de ativos de propriedade intelectual",2005,18.60218866222336,0.0,0.0,0.0,0.0
"7880
Outras atividades administrativas e serviços complementares",2005,508.1984653726695,0.0,0.0,0.0,0.0
