"CD_MUN","NM_MUN","SIGLA_UF","Symbol_WRB","WRB1","Soil_Group","Legenda","Rotulo","area","porc_mun"
1100031.0,Cabixi,RO,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,177.124599575123,0.134761269164397
1100031.0,Cabixi,RO,Water,,,Water,Water,5.2416884436636,0.00398802079963416
1100049.0,Cacoal,RO,CMeu,Eutric CAMBISOLS,CAMBISOLS,Eutric CAMBISOLS,CM,913.395628615093,0.240817273906209
1100049.0,Cacoal,RO,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,14.8543072172452,0.00391634649625606
1100049.0,Cacoal,RO,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,2864.64919386561,0.755266379597535
1100056.0,Cerejeiras,RO,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,183.195444808634,0.0658198702980673
1100056.0,Cerejeiras,RO,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,774.942766059971,0.278427405243479
1100056.0,Cerejeiras,RO,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,74.9334814040377,0.0269226783021188
1100056.0,Cerejeiras,RO,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,1750.21311183024,0.628830046156335
1100064.0,Colorado do Oeste,RO,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,128.965084100548,0.0888768878148498
1100064.0,Colorado do Oeste,RO,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,233.942333511114,0.161222447731673
1100064.0,Colorado do Oeste,RO,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,38.5357377130651,0.0265570829614339
1100064.0,Colorado do Oeste,RO,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,54.0998633396503,0.0372831725607843
