"CD_MUN","NM_MUN","SIGLA_UF","Symbol_WRB","WRB1","Soil_Group","Legenda","Rotulo","area","porc_mun"
2101970.0,Boa Vista do Gurupi,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,334.919835755782,0.828549845691228
2102002.0,Bom Jardim,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,2564.59074452577,0.389258683144557
2102002.0,Bom Jardim,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,457.527587649284,0.0694444470919272
2102002.0,Bom Jardim,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,3072.33481149394,0.466325087327902
2102002.0,Bom Jardim,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,493.943867306283,0.0749717824356132
2102036.0,Bom Jesus das Selvas,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,20.8357821959009,0.00778333145302665
2102036.0,Bom Jesus das Selvas,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,2656.13902244237,0.992216668546973
2102077.0,Bom Lugar,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,445.475639762957,1.0
2102101.0,Brejo,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,161.107565126447,0.149974097493421
2102101.0,Brejo,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,507.578070824006,0.472501480731435
2102101.0,Brejo,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,405.550300915337,0.377524421775144
2102150.0,Brejo de Areia,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,671.457709540044,0.680967407297397
2102150.0,Brejo de Areia,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,152.019753051853,0.154172773091881
2102150.0,Brejo de Areia,MA,LVcr,Chromic LUVISOLS,LUVISOLS,Chromic LUVISOLS,LV,117.928872372264,0.11959907128009
2102150.0,Brejo de Areia,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,44.6286827834654,0.0452607483306318
2102200.0,Buriti,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,163.428410337452,0.110876321912689
2102200.0,Buriti,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,760.02425744698,0.515630630293367
2102200.0,Buriti,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,550.517676092472,0.373493047793944
2102309.0,Buriti Bravo,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,802.35536505601,0.507002528471549
2102309.0,Buriti Bravo,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,780.191703249261,0.492997471528451
2102325.0,Buriticupu,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,1206.27520792463,0.47401350002794
2102325.0,Buriticupu,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,1338.53671800897,0.52598649997206
2102358.0,Buritirana,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,501.46835693335,0.612723542964818
2102358.0,Buritirana,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,316.956792044716,0.387276457035182
2102374.0,Cachoeira Grande,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,487.749267191728,0.563998412493675
2102374.0,Cachoeira Grande,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,28.775743592847,0.0332742144301595
2102374.0,Cachoeira Grande,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,66.6266889838125,0.0770423439750836
2102374.0,Cachoeira Grande,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,281.654399658706,0.325685029101082
2102408.0,Cajapió,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,275.86616668608,0.619971684591691
2102408.0,Cajapió,MA,GLti,Thionic GLEYSOLS,GLEYSOLS,Thionic GLEYSOLS,GL,55.9965788165308,0.125844693886515
2102408.0,Cajapió,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,113.103006228073,0.254183621521794
2102507.0,Cajari,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,1.11924855620425,0.00169055446807262
2102507.0,Cajari,MA,GLti,Thionic GLEYSOLS,GLEYSOLS,Thionic GLEYSOLS,GL,371.322520098172,0.56085928542703
2102507.0,Cajari,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,258.997577540399,0.391199532493304
2102507.0,Cajari,MA,Water,,,Water,Water,30.6206922967905,0.0462506276115933
2102556.0,Campestre do Maranhão,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,26.9633405703863,0.0438672486283031
2102556.0,Campestre do Maranhão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,0.898442500467703,0.00146169575848244
2102556.0,Campestre do Maranhão,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,548.847198939037,0.892931514622839
2102556.0,Campestre do Maranhão,MA,Water,,,Water,Water,37.948682044963,0.0617395409903754
2102606.0,Cândido Mendes,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,226.437909972875,0.150224625538161
2102606.0,Cândido Mendes,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,261.906977988646,0.173755700619604
2102606.0,Cândido Mendes,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,1018.98394818428,0.676019673842234
2102705.0,Cantanhede,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,224.132191602085,0.289946623392449
2102705.0,Cantanhede,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,548.879713070858,0.710053376607551
2102754.0,Capinzal do Norte,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,111.515228118267,0.188838349735978
2102754.0,Capinzal do Norte,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,479.017512049082,0.811161650264022
2102804.0,Carolina,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,2822.12825319055,0.438109538358915
2102804.0,Carolina,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,128.451662113008,0.0199409429129037
2102804.0,Carolina,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,922.578417714225,0.143221841256761
2102804.0,Carolina,MA,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,453.156671250733,0.0703484187231645
2102804.0,Carolina,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,1939.90410194954,0.301152327008824
2102804.0,Carolina,MA,Water,,,Water,Water,175.385118519357,0.0272269317394312
2102903.0,Carutapera,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,44.9122030212478,0.041761549916996
2102903.0,Carutapera,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,232.363592718218,0.21606296559542
2102903.0,Carutapera,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,798.16807812331,0.742175484487584
2103000.0,Caxias,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,792.066709154254,0.15241485105103
2103000.0,Caxias,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,141.787259920637,0.0272836667063216
2103000.0,Caxias,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,1724.19561858038,0.331781421124706
2103000.0,Caxias,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,864.256617621017,0.166306123110801
2103000.0,Caxias,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,1674.4754973746,0.322213938007141
2103109.0,Cedral,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,160.44338410885,0.635245466958654
2103109.0,Cedral,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,92.1257288625498,0.364754533041346
2103125.0,Central do Maranhão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,241.41430120952,0.756660165739224
2103125.0,Central do Maranhão,MA,GLti,Thionic GLEYSOLS,GLEYSOLS,Thionic GLEYSOLS,GL,77.6381772220212,0.243339834260776
2103158.0,Centro do Guilherme,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,525.174621605234,0.449694644067491
2103158.0,Centro do Guilherme,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,642.672557660736,0.550305355932509
2103174.0,Centro Novo do Maranhão,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,1580.49599549327,0.188122176626406
2103174.0,Centro Novo do Maranhão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,790.736477762492,0.0941192307723323
2103174.0,Centro Novo do Maranhão,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,6030.20123241516,0.717758592601262
2103208.0,Chapadinha,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,1767.05173535282,0.544145975300625
2103208.0,Chapadinha,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,50.7459831044099,0.0156267198727064
2103208.0,Chapadinha,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,1429.58775448792,0.440227304826669
2103257.0,Cidelândia,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,857.61969801436,0.585788462495261
2103257.0,Cidelândia,MA,FRha,Haplic FERRALSOLS,FERRALSOLS,Haplic FERRALSOLS,FR,104.054813872599,0.071073588415456
2103257.0,Cidelândia,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,498.400006590398,0.340427084690548
2103257.0,Cidelândia,MA,Water,,,Water,Water,3.96882297254157,0.00271086439873501
2103307.0,Codó,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,964.991589061761,0.221259962286007
2103307.0,Codó,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,10.9893007303636,0.00251970306550954
2103307.0,Codó,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,931.611854102504,0.213606425216961
2103307.0,Codó,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,888.778159795417,0.203785218799844
2103307.0,Codó,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,1564.97662205158,0.358828690631679
2103406.0,Coelho Neto,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,61.944463904484,0.0634981515370394
2103406.0,Coelho Neto,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,44.8118107424617,0.0459357781118514
2103406.0,Coelho Neto,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,37.5848262023387,0.0385275267434615
2103406.0,Coelho Neto,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,831.190665116389,0.852038543607648
2103505.0,Colinas,MA,FRha,Haplic FERRALSOLS,FERRALSOLS,Haplic FERRALSOLS,FR,302.143724969852,0.152555422188262
2103505.0,Colinas,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,564.343004295777,0.284942489829715
2103505.0,Colinas,MA,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,438.817847973105,0.22156356901988
2103505.0,Colinas,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,675.245970463137,0.340938518962143
2103554.0,Conceição do Lago-Açu,MA,GLti,Thionic GLEYSOLS,GLEYSOLS,Thionic GLEYSOLS,GL,204.983320067366,0.279567382581441
2103554.0,Conceição do Lago-Açu,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,482.47848558818,0.658030357413552
2103554.0,Conceição do Lago-Açu,MA,Water,,,Water,Water,45.7543448646305,0.0624022600050071
2103604.0,Coroatá,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,0.376559229169369,0.0001663417070718
2103604.0,Coroatá,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,817.869295267462,0.361286523335268
2103604.0,Coroatá,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,1445.52332160544,0.63854713495766
2103703.0,Cururupu,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,333.137338692918,0.376125915173887
2103703.0,Cururupu,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,552.569615423511,0.623874084826113
2103752.0,Davinópolis,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,229.87995085431,0.684645625045098
2103752.0,Davinópolis,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,105.884921431506,0.315354374954902
2103802.0,Dom Pedro,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,178.546699826501,0.49804948264533
2103802.0,Dom Pedro,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,179.945189128331,0.50195051735467
2103901.0,Duque Bacelar,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,104.993986151033,0.330248121441047
2103901.0,Duque Bacelar,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,57.188815136956,0.179881719503925
2103901.0,Duque Bacelar,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,155.741750993758,0.489870159055029
2104008.0,Esperantinópolis,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,129.057263759482,0.285265298587602
2104008.0,Esperantinópolis,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,323.354103478197,0.714734701412398
2104057.0,Estreito,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,1836.64326852027,0.675490289550605
2104057.0,Estreito,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,13.2565336502144,0.00487555744074091
2104057.0,Estreito,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,0.141552969852209,0.0000520610933169
2104057.0,Estreito,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,768.624854540381,0.282688878372978
2104057.0,Estreito,MA,Water,,,Water,Water,100.311837719733,0.0368932135423598
2104073.0,Feira Nova do Maranhão,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,121.873682248137,0.0827153675650304
2104073.0,Feira Nova do Maranhão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,944.992224945106,0.641363892438107
2104073.0,Feira Nova do Maranhão,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,406.544486012359,0.275920739996863
2104081.0,Fernando Falcão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,5002.60344051335,0.983484863683983
2104081.0,Fernando Falcão,MA,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,13.6832958395548,0.0026900621853271
2104081.0,Fernando Falcão,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,70.3227532678764,0.0138250741306896
2104099.0,Formosa da Serra Negra,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,1771.2178700528,0.479921837678587
2104099.0,Formosa da Serra Negra,MA,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,372.711494446253,0.100988358554245
2104099.0,Formosa da Serra Negra,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,1546.70884154778,0.419089803767168
2104107.0,Fortaleza dos Nogueiras,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,1250.53910784651,0.674521726381486
2104107.0,Fortaleza dos Nogueiras,MA,LPdy,Dystric LEPTOSOLS,LEPTOSOLS,Dystric LEPTOSOLS,LP,139.551089341461,0.0752717296967358
2104107.0,Fortaleza dos Nogueiras,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,463.87396576806,0.250206543921778
2104206.0,Fortuna,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,537.415017694611,0.77326958363236
2104206.0,Fortuna,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,157.575486354644,0.22673041636764
2104305.0,Godofredo Viana,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,235.026759698937,0.383626171751711
2104305.0,Godofredo Viana,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,377.618510632227,0.616373828248289
2104404.0,Gonçalves Dias,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,237.46237408172,0.268745886471141
2104404.0,Gonçalves Dias,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,646.132077166634,0.731254113528859
2104503.0,Governador Archer,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,299.528898531612,0.671820486635625
2104503.0,Governador Archer,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,146.317729384734,0.328179513364375
2104552.0,Governador Edison Lobão,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,157.963518463491,0.256491546916292
2104552.0,Governador Edison Lobão,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,52.2505215612043,0.0848412167111476
2104552.0,Governador Edison Lobão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,353.400086026232,0.573829550182937
2104552.0,Governador Edison Lobão,MA,Water,,,Water,Water,52.2483472454863,0.0848376861896231
2104602.0,Governador Eugênio Barros,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,113.602634529124,0.139051046580887
2104602.0,Governador Eugênio Barros,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,703.382475058246,0.860948953419113
2104628.0,Governador Luiz Rocha,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,217.729273950074,0.58346136092906
2104628.0,Governador Luiz Rocha,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,155.439008527755,0.41653863907094
2104651.0,Governador Newton Bello,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,567.944260221071,0.496401468335165
2104651.0,Governador Newton Bello,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,576.178584793563,0.503598531664835
2104677.0,Governador Nunes Freire,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,560.115755007954,0.540065370858089
2104677.0,Governador Nunes Freire,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,477.010091661325,0.459934629141911
2104701.0,Graça Aranha,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,31.5468466418118,0.116216921713753
2104701.0,Graça Aranha,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,239.901116155834,0.883783078286246
2104800.0,Grajaú,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,401.477268130865,0.045295265219325
2104800.0,Grajaú,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,126.502504553163,0.0142722015652868
2104800.0,Grajaú,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,6784.31321105673,0.765416352603105
2104800.0,Grajaú,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,718.949667984151,0.0811129756917469
2104800.0,Grajaú,MA,NTdy,Dystric NITISOLS,NITISOLS,Dystric NITISOLS,NT,187.816311737089,0.0211897168979288
2104800.0,Grajaú,MA,VRha,Haplic VERTISOLS,VERTISOLS,Haplic VERTISOLS,VR,644.500311152342,0.0727134880226076
2104909.0,Guimarães,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,290.266684233511,0.623311226992343
2104909.0,Guimarães,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,157.74609515717,0.338739915623823
2104909.0,Guimarães,MA,GLti,Thionic GLEYSOLS,GLEYSOLS,Thionic GLEYSOLS,GL,17.6722133763061,0.0379488573838339
2105005.0,Humberto de Campos,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,1157.11068000048,0.741899175930292
2105005.0,Humberto de Campos,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,0.639857189361215,0.0004102542044638
2105005.0,Humberto de Campos,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,401.90974757802,0.257690569865244
2105104.0,Icatu,MA,ARdy,Dystric ARENOSOLS,ARENOSOLS,Dystric ARENOSOLS,AR,539.344318328487,0.598785941841112
2105104.0,Icatu,MA,GLeu,Eutric GLEYSOLS,GLEYSOLS,Eutric GLEYSOLS,GL,361.385442744631,0.401214058158888
2105153.0,Igarapé do Meio,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,10.0894523042842,0.0273666016955567
2105153.0,Igarapé do Meio,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,358.588121057788,0.972633398304443
2105203.0,Igarapé Grande,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,346.098014133797,1.0
2105302.0,Imperatriz,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,767.723032040183,0.560796055241711
2105302.0,Imperatriz,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,67.4703039118612,0.0492848054580062
2105302.0,Imperatriz,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,41.8623694696316,0.0305790639096154
2105302.0,Imperatriz,MA,LVcr,Chromic LUVISOLS,LUVISOLS,Chromic LUVISOLS,LV,420.193623739566,0.306937419872189
2105302.0,Imperatriz,MA,Water,,,Water,Water,71.738603018995,0.0524026555184784
2105351.0,Itaipava do Grajaú,MA,FLeu,Eutric FLUVISOLS,FLUVISOLS,Eutric FLUVISOLS,FL,117.730813660473,0.0950275103177866
2105351.0,Itaipava do Grajaú,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,160.847058687596,0.129829184508158
2105351.0,Itaipava do Grajaú,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,960.335083139906,0.775143305174055
2105401.0,Itapecuru Mirim,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,53.6695048563048,0.03629851019319
2105401.0,Itapecuru Mirim,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,1424.88993382759,0.96370148980681
2105427.0,Itinga do Maranhão,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,924.461251191824,0.258105342751691
2105427.0,Itinga do Maranhão,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,2590.97196331208,0.723387492757034
2105427.0,Itinga do Maranhão,MA,PTdy,Dystric PLINTHOSOLS,PLINTHOSOLS,Dystric PLINTHOSOLS,PT,66.2874943200113,0.0185071644912753
2105450.0,Jatobá,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,162.439730387472,0.274672404191225
2105450.0,Jatobá,MA,PTpx,Pisoplinthic PLINTHOSOLS,PLINTHOSOLS,Pisoplinthic PLINTHOSOLS,PT,428.954701338484,0.725327595808774
2105476.0,Jenipapo dos Vieiras,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,903.380987483477,0.46022777460883
2105476.0,Jenipapo dos Vieiras,MA,LXcr,Chromic LIXISOLS,LIXISOLS,Chromic LIXISOLS,LX,1059.51877068802,0.53977222539117
2105500.0,João Lisboa,MA,ACcr,Chromic ACRISOLS,ACRISOLS,Chromic ACRISOLS,AC,486.306467115066,0.428384356834332
2105500.0,João Lisboa,MA,FRxa,Xanthic FERRALSOLS,FERRALSOLS,Xanthic FERRALSOLS,FR,645.582104661684,0.568689280095082
