atividade_cod;atividade_desc;cnae2_4cod;cnae2_cod;isic4_sec;isic4_cod; isic4_desc;cnae2_desc
1600;Fabricação de produtos da madeira;1610;16;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";FABRICAÇÃO DE PRODUTOS DE MADEIRA
1600;Fabricação de produtos da madeira;1621;16;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";FABRICAÇÃO DE PRODUTOS DE MADEIRA
1600;Fabricação de produtos da madeira;1622;16;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";FABRICAÇÃO DE PRODUTOS DE MADEIRA
1600;Fabricação de produtos da madeira;1623;16;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";FABRICAÇÃO DE PRODUTOS DE MADEIRA
1600;Fabricação de produtos da madeira;1629;16;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";FABRICAÇÃO DE PRODUTOS DE MADEIRA
1700;Fabricação de celulose, papel e produtos de papel;1710;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1721;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1722;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1731;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1732;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1733;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1741;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1742;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1700;Fabricação de celulose, papel e produtos de papel;1749;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1800;Impressão e reprodução de gravações;1811;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1800;Impressão e reprodução de gravações;1812;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1800;Impressão e reprodução de gravações;1813;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1800;Impressão e reprodução de gravações;1821;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1800;Impressão e reprodução de gravações;1822;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1800;Impressão e reprodução de gravações;1830;18;C;18;IMPRESIÓN Y REPRODUCCIÓN DE GRABACIONES;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1991;Refino de petróleo e coquerias;1910;191;C;191;Fabricación de productos de hornos de coque;Coquerias
1991;Refino de petróleo e coquerias;1921;192;C;192;Fabricación de productos de la refinación del petróleo;Fabricação de produtos derivados do petróleo
1991;Refino de petróleo e coquerias;1922;192;C;192;Fabricación de productos de la refinación del petróleo;Fabricação de produtos derivados do petróleo
1992;Fabricação de biocombustíveis;1931;193;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de biocombustíveis
1992;Fabricação de biocombustíveis;1932;193;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de biocombustíveis
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2011;201;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos inorgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2012;201;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos inorgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2013;201;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos inorgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2014;201;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos inorgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2019;201;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos inorgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2021;202;C;191;Fabricación de productos de hornos de coque;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2021;202;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2022;202;C;191;Fabricación de productos de hornos de coque;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2022;202;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2029;202;C;191;Fabricación de productos de hornos de coque;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2029;202;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de produtos químicos orgânicos
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2031;203;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de resinas e elastômeros
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2032;203;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de resinas e elastômeros
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2033;203;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de resinas e elastômeros
2091;Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros;2040;204;C;203;Fabricación de fibras artificiales;Fabricação de fibras artificiais e sintéticas
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2051;205;C;202;Fabricación de otros productos químicos;Fabricação de defensivos agrícolas e desinfestantes domissanitários
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2052;205;C;202;Fabricación de otros productos químicos;Fabricação de defensivos agrícolas e desinfestantes domissanitários
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2071;207;C;202;Fabricación de otros productos químicos;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2072;207;C;202;Fabricación de otros productos químicos;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2073;207;C;202;Fabricación de otros productos químicos;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2091;209;C;202;Fabricación de otros productos químicos;Fabricação de produtos e preparados químicos diversos
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2092;209;C;202;Fabricación de otros productos químicos;Fabricação de produtos e preparados químicos diversos
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2093;209;C;202;Fabricación de otros productos químicos;Fabricação de produtos e preparados químicos diversos
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2094;209;C;202;Fabricación de otros productos químicos;Fabricação de produtos e preparados químicos diversos
2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2099;209;C;202;Fabricación de otros productos químicos;Fabricação de produtos e preparados químicos diversos
2093;Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal;2061;206;C;202;Fabricación de otros productos químicos;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal
2093;Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal;2062;206;C;202;Fabricación de otros productos químicos;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal
2093;Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal;2063;206;C;202;Fabricación de otros productos químicos;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal
2100;Fabricação de produtos farmoquímicos e farmacêuticos;2110;21;C;21;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS
2100;Fabricação de produtos farmoquímicos e farmacêuticos;2121;21;C;21;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS
2100;Fabricação de produtos farmoquímicos e farmacêuticos;2122;21;C;21;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS
2100;Fabricação de produtos farmoquímicos e farmacêuticos;2123;21;C;21;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS
2200;Fabricação de produtos de borracha e de material plástico;2211;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2212;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2219;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2221;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2222;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2223;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2200;Fabricação de produtos de borracha e de material plástico;2229;22;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2312;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2319;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2320;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2330;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2341;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2342;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2349;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2391;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2392;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2300;Fabricação de produtos de minerais não metálicos;2399;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2411;241;C;241;Fabricación básica de hierro y acero;Produção de ferro-gusa e de ferroligas
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2412;241;C;241;Fabricación básica de hierro y acero;Produção de ferro-gusa e de ferroligas
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2421;242;C;241;Fabricación básica de hierro y acero;Siderurgia
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2422;242;C;241;Fabricación básica de hierro y acero;Siderurgia
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2423;242;C;241;Fabricación básica de hierro y acero;Siderurgia
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2424;242;C;241;Fabricación básica de hierro y acero;Siderurgia
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2431;243;C;241;Fabricación básica de hierro y acero;Produção de tubos de aço, exceto tubos sem costura
2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2439;243;C;241;Fabricación básica de hierro y acero;Produção de tubos de aço, exceto tubos sem costura
2492;Metalurgia de metais não ferosos e a fundição de metais;2441;244;C;242;Fabricación de productos primarios de metales preciosos y otros metales no ferrosos;Metalurgia dos metais não-ferrosos
2492;Metalurgia de metais não ferosos e a fundição de metais;2442;244;C;242;Fabricación de productos primarios de metales preciosos y otros metales no ferrosos;Metalurgia dos metais não-ferrosos
2492;Metalurgia de metais não ferosos e a fundição de metais;2443;244;C;242;Fabricación de productos primarios de metales preciosos y otros metales no ferrosos;Metalurgia dos metais não-ferrosos
2492;Metalurgia de metais não ferosos e a fundição de metais;2449;244;C;242;Fabricación de productos primarios de metales preciosos y otros metales no ferrosos;Metalurgia dos metais não-ferrosos
2492;Metalurgia de metais não ferosos e a fundição de metais;2451;245;C;243;Fundición de metales;Fundição
2492;Metalurgia de metais não ferosos e a fundição de metais;2452;245;C;243;Fundición de metales;Fundição
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2511;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2512;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2513;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2521;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2522;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2531;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2532;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2539;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2541;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2542;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2543;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2550;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2591;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2592;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2593;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2599;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2621;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2622;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2631;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2632;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2640;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2651;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2652;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2660;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2670;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2680;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
2700;Fabricação de máquinas e equipamentos elétricos;2710;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
2700;Fabricação de máquinas e equipamentos elétricos;2721;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
2700;Fabricação de máquinas e equipamentos elétricos;2722;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
2700;Fabricação de máquinas e equipamentos elétricos;2731;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
2700;Fabricação de máquinas e equipamentos elétricos;2732;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
2700;Fabricação de máquinas e equipamentos elétricos;2733;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
