atividade_cod;atividade_desc;cnae2_4cod;cnae2_cod;isic4_sec;isic4_cod; isic4_desc;cnae2_desc
1500;Fabricação de calçados e de artefatos de couro;1531;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1532;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1532;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1532;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1533;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1533;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1533;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1539;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1539;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1539;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1540;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1540;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1500;Fabricação de calçados e de artefatos de couro;1540;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
