"CD_MUN","Soil_Group","NM_MUN","SIGLA_UF","Symbol_WRB","WRB1","Legenda","Rotulo","area","porc_mun","note","note2","final_note_mun"
1100338.0,GLEYSOLS,Nova Mamoré,RO,GLdy,Dystric GLEYSOLS,Dystric GLEYSOLS,GL,74.6972013923511,0.00747661150547097,"0.5",0.00373830575273549,0.346738621154658
1100338.0,FERRALSOLS,Nova Mamoré,RO,FRha,Haplic FERRALSOLS,Haplic FERRALSOLS,FR,1865.17563622336,0.186689639793382,"0.5",0.0933448198966908,0.346738621154658
1100338.0,Water,Nova Mamoré,RO,Water,,Water,Water,86.495436659772,0.008657523506194,"0",0.0,0.346738621154658
1100346.0,ARENOSOLS,Alvorada D'Oeste,RO,ARgl,Gleyic ARENOSOLS,Gleyic ARENOSOLS,AR,1.7340629104141,0.0005724508180739,"0",0.0,0.400452950529763
1100346.0,ACRISOLS,Alvorada D'Oeste,RO,ACcr,Chromic ACRISOLS,Chromic ACRISOLS,AC,1976.8088701038,0.652586390073036,"0.5",0.326293195036518,0.400452950529763
1100346.0,LIXISOLS,Alvorada D'Oeste,RO,LXcr,Chromic LIXISOLS,Chromic LIXISOLS,LX,449.288139298668,0.148319510986489,"0.5",0.0741597554932446,0.400452950529763
1100346.0,LEPTOSOLS,Alvorada D'Oeste,RO,LPdy,Dystric LEPTOSOLS,Dystric LEPTOSOLS,LP,481.386841565142,0.158915971046387,"0",0.0,0.400452950529763
1100346.0,Rock Outcrops,Alvorada D'Oeste,RO,RO,Rock Outcrops,Rock Outcrops,RO,119.973163616801,0.0396056770760135,"0",0.0,0.400452950529763
1100379.0,LEPTOSOLS,Alto Alegre dos Parecis,RO,LPdy,Dystric LEPTOSOLS,Dystric LEPTOSOLS,LP,518.742356635229,0.131125512637875,"0",0.0,0.393711414963119
1100379.0,ACRISOLS,Alto Alegre dos Parecis,RO,ACcr,Chromic ACRISOLS,Chromic ACRISOLS,AC,611.48534937765,0.154568696544818,"0.5",0.0772843482724091,0.393711414963119
1100379.0,CAMBISOLS,Alto Alegre dos Parecis,RO,CMdy,Dystric CAMBISOLS,Dystric CAMBISOLS,CM,145.635351352236,0.0368130920099269,"1",0.0368130920099269,0.393711414963119
1100379.0,FERRALSOLS,Alto Alegre dos Parecis,RO,FRxa,Xanthic FERRALSOLS,Xanthic FERRALSOLS,FR,1211.35035930036,0.306200052522464,"0.5",0.153100026261232,0.393711414963119
1100379.0,Water,Alto Alegre dos Parecis,RO,Water,,Water,Water,59.7778907420543,0.015110403975503,"0",0.0,0.393711414963119
1100379.0,LIXISOLS,Alto Alegre dos Parecis,RO,LXro,Rhodic LIXISOLS,Rhodic LIXISOLS,LX,15.9659733352723,0.00403581163475797,"0.5",0.00201790581737899,0.393711414963119
1100379.0,PLINTHOSOLS,Alto Alegre dos Parecis,RO,PTdy,Dystric PLINTHOSOLS,Dystric PLINTHOSOLS,PT,567.788165914774,0.143523106168187,"0.5",0.0717615530840937,0.393711414963119
1100379.0,ARENOSOLS,Alto Alegre dos Parecis,RO,ARdy,Dystric ARENOSOLS,Dystric ARENOSOLS,AR,408.086322714417,0.10315434547031,"0",0.0,0.393711414963119
1100379.0,LIXISOLS,Alto Alegre dos Parecis,RO,LXcr,Chromic LIXISOLS,Chromic LIXISOLS,LX,417.243186596506,0.105468979036157,"0.5",0.0527344895180783,0.393711414963119
1100403.0,ACRISOLS,Alto Paraíso,RO,ACcr,Chromic ACRISOLS,Chromic ACRISOLS,AC,76.2015286809961,0.0287350798658395,"0.5",0.0143675399329198,0.479180803018258
1100403.0,FERRALSOLS,Alto Paraíso,RO,FRxa,Xanthic FERRALSOLS,Xanthic FERRALSOLS,FR,176.42650052697,0.0665292372849388,"0.5",0.0332646186424694,0.479180803018258
1100403.0,Water,Alto Paraíso,RO,Water,,Water,Water,34.6169951408493,0.0130538341855569,"0",0.0,0.479180803018258
1100403.0,FERRALSOLS,Alto Paraíso,RO,FRha,Haplic FERRALSOLS,Haplic FERRALSOLS,FR,2288.8167744995,0.863097288885737,"0.5",0.431548644442868,0.479180803018258
