atividade,descricao,CNAE 4 digitos
6800,Atividades imobiliárias,6821
6800,Atividades imobiliárias,6822
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6911
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6912
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",6920
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",7010
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas",7020
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7111
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7112
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7119
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7120
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7210
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",7220
7380,"Outras atividades profissionais, científicas e técnicas",7311
7380,"Outras atividades profissionais, científicas e técnicas",7312
7380,"Outras atividades profissionais, científicas e técnicas",7319
7380,"Outras atividades profissionais, científicas e técnicas",7320
7380,"Outras atividades profissionais, científicas e técnicas",7410
7380,"Outras atividades profissionais, científicas e técnicas",7420
7380,"Outras atividades profissionais, científicas e técnicas",7490
7380,"Outras atividades profissionais, científicas e técnicas",7500
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7711
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7719
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7721
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7722
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7723
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7729
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7731
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7732
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7733
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7739
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,7740
7880,Outras atividades administrativas e serviços complementares,7810
7880,Outras atividades administrativas e serviços complementares,7820
7880,Outras atividades administrativas e serviços complementares,7830
7880,Outras atividades administrativas e serviços complementares,7911
7880,Outras atividades administrativas e serviços complementares,7912
7880,Outras atividades administrativas e serviços complementares,7990
7880,Outras atividades administrativas e serviços complementares,8111
7880,Outras atividades administrativas e serviços complementares,8112
7880,Outras atividades administrativas e serviços complementares,8121
7880,Outras atividades administrativas e serviços complementares,8122
7880,Outras atividades administrativas e serviços complementares,8129
7880,Outras atividades administrativas e serviços complementares,8130
7880,Outras atividades administrativas e serviços complementares,8211
7880,Outras atividades administrativas e serviços complementares,8219
7880,Outras atividades administrativas e serviços complementares,8220
7880,Outras atividades administrativas e serviços complementares,8230
7880,Outras atividades administrativas e serviços complementares,8291
7880,Outras atividades administrativas e serviços complementares,8292
7880,Outras atividades administrativas e serviços complementares,8299
8000,"Atividades de vigilância, segurança e investigação",8011
8000,"Atividades de vigilância, segurança e investigação",8012
8000,"Atividades de vigilância, segurança e investigação",8020
8000,"Atividades de vigilância, segurança e investigação",8030
8400,"Administração pública, defesa e seguridade social",8411
8400,"Administração pública, defesa e seguridade social",8412
8400,"Administração pública, defesa e seguridade social",8413
8400,"Administração pública, defesa e seguridade social",8421
8400,"Administração pública, defesa e seguridade social",8422
8400,"Administração pública, defesa e seguridade social",8423
8400,"Administração pública, defesa e seguridade social",8424
8400,"Administração pública, defesa e seguridade social",8425
8400,"Administração pública, defesa e seguridade social",8430.
8591,Educação pública,8511
8591,Educação pública,8512
8591,Educação pública,8513
8591,Educação pública,8520
8591,Educação pública,8531
8591,Educação pública,8532
8591,Educação pública,8533
8591,Educação pública,8541
8591,Educação pública,8542
8591,Educação pública,8550
8591,Educação pública,8591
8591,Educação pública,8592
8591,Educação pública,8593
8591,Educação pública,8599
8592,Educação privada,8511*
8592,Educação privada,8512*
8592,Educação privada,8513*
8592,Educação privada,8520*
8592,Educação privada,8531*
8592,Educação privada,8532*
8592,Educação privada,8533*
8592,Educação privada,8541*
8592,Educação privada,8542*
8592,Educação privada,8550*
8592,Educação privada,8591*
8592,Educação privada,8592*
8592,Educação privada,8593*
8592,Educação privada,8599*
8691,Saúde pública,8610
8691,Saúde pública,8621
8691,Saúde pública,8622
8691,Saúde pública,8630
8691,Saúde pública,8640
8691,Saúde pública,8650
8691,Saúde pública,8660
8691,Saúde pública,8690
8691,Saúde pública,8711
8691,Saúde pública,8712
8691,Saúde pública,8720
8691,Saúde pública, 8730
8692,Saúde privada,8692
8692,Saúde privada,8621
8692,Saúde privada,8622
8692,Saúde privada,8630
8692,Saúde privada,8640
8692,Saúde privada,8650
8692,Saúde privada,8660
8692,Saúde privada,8690
8692,Saúde privada,8711
8692,Saúde privada,8712
8692,Saúde privada,8720
8692,Saúde privada, 8730
8692,Saúde privada,8800
9080,"Atividades artísticas, criativas e de espetáculos",9001
9080,"Atividades artísticas, criativas e de espetáculos",9002
9080,"Atividades artísticas, criativas e de espetáculos",9003
9080,"Atividades artísticas, criativas e de espetáculos",9101
9080,"Atividades artísticas, criativas e de espetáculos",9102
9080,"Atividades artísticas, criativas e de espetáculos",9103
9080,"Atividades artísticas, criativas e de espetáculos",9200
9080,"Atividades artísticas, criativas e de espetáculos",9311
9080,"Atividades artísticas, criativas e de espetáculos",9312
9080,"Atividades artísticas, criativas e de espetáculos",9313
9080,"Atividades artísticas, criativas e de espetáculos",9319
9080,"Atividades artísticas, criativas e de espetáculos", 9321
9080,"Atividades artísticas, criativas e de espetáculos",9329
9480,Organizações associativas e outros serviços pessoais,9411
9480,Organizações associativas e outros serviços pessoais,9412
9480,Organizações associativas e outros serviços pessoais,9420
9480,Organizações associativas e outros serviços pessoais,9430
9480,Organizações associativas e outros serviços pessoais,9491
9480,Organizações associativas e outros serviços pessoais,9492
9480,Organizações associativas e outros serviços pessoais,9493
9480,Organizações associativas e outros serviços pessoais,9499
9480,Organizações associativas e outros serviços pessoais,9511
9480,Organizações associativas e outros serviços pessoais,9521
9480,Organizações associativas e outros serviços pessoais, 9529
9480,Organizações associativas e outros serviços pessoais,9601
9480,Organizações associativas e outros serviços pessoais,9602
9480,Organizações associativas e outros serviços pessoais,9603
9480,Organizações associativas e outros serviços pessoais,9609
9700,Serviços domésticos,9700
